Time,X,Y,Z
4.572225779,6.768278280052812e-12,2.5139984430420185e-13,6.14399072123878e-11
4.589120467,6.777912962668279e-12,2.517577212120107e-13,6.152736722487695e-11
5.144997738,6.97228984306688e-12,2.589775382136604e-13,6.329184810455832e-11
5.145809968,6.982980692110397e-12,2.5937463585067237e-13,6.338889560954094e-11
5.146346982,6.994196478309423e-12,2.5979123159332443e-13,6.349070829650372e-11
5.146965012,7.004830597150314e-12,2.6018621420361397e-13,6.358724076874848e-11
5.147636197,7.015402861368699e-12,2.605788993503693e-13,6.368321174833742e-11
5.148232869,7.027358542618796e-12,2.610229715300158e-13,6.37917409047093e-11
5.148818221,7.036989385001328e-12,2.613806917702245e-13,6.387916605239113e-11
5.149600572,7.047745698657834e-12,2.617802203744643e-13,6.397680770839451e-11
5.150235936,7.0586918264588254e-12,2.6218679936628417e-13,6.40761724238021e-11
5.150907836,7.069656720420554e-12,2.6259408079088803e-13,6.417570767113116e-11
5.151442159,7.080590727319641e-12,2.63000216224319e-13,6.427496250834025e-11
5.16942047,7.0909081152224916e-12,2.633834478105502e-13,6.436861990824604e-11
5.191128951,7.1018860025724096e-12,2.637912137465805e-13,6.446827311694058e-11
5.210617551,7.11250115336597e-12,2.641855060873077e-13,6.456463353708668e-11
5.230306062,7.123856582163267e-12,2.6460729816774504e-13,6.466771399276936e-11
5.249297333,7.134081020182058e-12,2.6498705483173697e-13,6.476052767060537e-11
5.27405056,7.145451483039039e-12,2.6540937721607494e-13,6.486374453929923e-11
5.292346344,7.156812251306821e-12,2.6583135181113105e-13,6.496687336821987e-11
5.881309277,7.373646681728648e-12,2.7388549399791117e-13,6.69352155145773e-11
5.881874433,7.382454534043437e-12,2.742126480557095e-13,6.701516988023226e-11
5.88228317,7.39324929989419e-12,2.74613600512747e-13,6.711316078041657e-11
5.88267095,7.403897396334631e-12,2.750091051943302e-13,6.720982026982785e-11
5.883045418,7.414686551229051e-12,2.754098600985867e-13,6.730776019504952e-11
5.883414821,7.427148375647477e-12,2.7587274503262834e-13,6.742088399052841e-11
5.883992832,7.4364212330339e-12,2.7621718048929913e-13,6.750505958304242e-11
5.884751225,7.44774484450806e-12,2.7663779013816267e-13,6.76078511677196e-11
5.885499014,7.458459087415129e-12,2.7703576467153846e-13,6.77051110399235e-11
5.88613435,7.468848780511084e-12,2.7742168398451694e-13,6.779942477086232e-11
5.891561694,7.479587965549546e-12,2.7782056697090565e-13,6.789691107201206e-11
5.909924235,7.49020376842283e-12,2.7821486720298517e-13,6.799327735605921e-11
5.931940145,7.501107294567851e-12,2.786198636821588e-13,6.809225552330196e-11
5.951828347,7.513159600400477e-12,2.790675300025048e-13,6.820166188657345e-11
5.976282313,7.522778496105391e-12,2.794248131744513e-13,6.828897860745481e-11
5.9923603,7.533815640701892e-12,2.798347681925355e-13,6.838916967586931e-11
6.57431158,7.752088354702237e-12,2.879422400208081e-13,7.03705679487339e-11
6.574913853,7.760058389190718e-12,2.8823827685041197e-13,7.044291698757668e-11
6.575320538,7.770991488267218e-12,2.8864437295865716e-13,7.054216363586922e-11
6.575689134,7.781659230263103e-12,2.890406230457492e-13,7.063900150137494e-11
6.576200863,7.794097625332728e-12,2.895026331316895e-13,7.075191264364463e-11
6.576972229,7.803227346787308e-12,2.8984174628658055e-13,7.083478887263322e-11
6.577853371,7.814166317226078e-12,2.9024805991677113e-13,7.093408870923403e-11
6.578532666,7.826522665100634e-12,2.907070201625192e-13,7.104625496215466e-11
6.579172509,7.836463070819095e-12,2.9107624512628315e-13,7.113649029525178e-11
6.579632317,7.846511865117144e-12,2.9144949605945964e-13,7.122770953985716e-11
6.590811118,7.857374091123766e-12,2.918529815306758e-13,7.132631272273672e-11
6.613695064,7.869123932884103e-12,2.9228941731502655e-13,7.143297334965207e-11
6.631702894,7.879932474736104e-12,2.926908894826595e-13,7.153108921142196e-11
6.64913786,7.889581112527258e-12,2.9304928040092797e-13,7.161867602324931e-11
6.673046249,7.90050324414377e-12,2.934549742267528e-13,7.171782314716001e-11
6.692713684,7.91117660756076e-12,2.9385142277479855e-13,7.181471198438684e-11
7.269912196,8.116983848018514e-12,3.0149592917968406e-13,7.368295382579476e-11
7.270614575,8.127620159349087e-12,3.018910058418496e-13,7.377950629836719e-11
7.271140073,8.138416335645297e-12,3.0229201954081296e-13,7.387750981227297e-11
7.271645011,8.149890538960519e-12,3.0271821790844337e-13,7.398166819328753e-11
7.272142527,8.669301994785195e-12,3.0305827145560154e-13,0.0003465247979436288
7.272674502,9.261148114283289e-12,3.034457472612482e-13,0.0007413742200870267
7.273238536,2.2081074464010618e-11,3.038492524506739e-13,0.0018904866713455447
7.273697114,6.598577001109213e-11,3.0415785803711656e-13,0.0033734702044496455
7.274381507,1.1932033038150767e-10,3.04532746032137e-13,0.005174969424273536
7.274994796,2.288195499749538e-10,3.04813370015323e-13,0.007111534127186006
7.275449985,4.883115605513657e-10,3.051229118520129e-13,0.009941986709874569
7.289304746,7.101669197299955e-10,3.053875578243162e-13,0.012361911211502109
7.898081919,6.487099767910262e-08,3.0948911510183363e-13,0.12033453278994223
7.898795816,7.319973381676149e-08,3.096124906360893e-13,0.1274450704413248
8.19918805,2.518334860652744e-07,3.1093596741351194e-13,0.23382839198310454
8.199876045,2.7050325397020857e-07,3.110063179891516e-13,0.2420846836136447
8.200399497,2.9219727492001547e-07,3.1107689282903294e-13,0.2510739580206244
8.200907632,3.1114109682441486e-07,3.111385207467339e-13,0.2589236422174636
8.201514724,3.3261183088473177e-07,3.111990614882115e-13,0.26728360570234444
8.202023999,3.577182578304495e-07,3.112606437993289e-13,0.276493633087924
8.202577233,3.804751049273251e-07,3.1131646294943464e-13,0.28484174193769485
8.203086328,4.0425942543723076e-07,3.113673836607297e-13,0.2930821961925096
8.203859067,4.3200749719063857e-07,3.1141939839465383e-13,0.3021828287430255
8.20438268,4.5794903203903586e-07,3.114680267187483e-13,0.31069096503983584
8.208931854,4.859077674249188e-07,3.1151404851166466e-13,0.319389849966042
8.229329819,5.145509045206463e-07,3.1156119687922837e-13,0.3283016748423234
8.250550487,5.451647951452465e-07,3.1160556732510893e-13,0.3373557010914182
8.270725015,5.783892914149651e-07,3.1164807446839776e-13,0.3467135251277158
8.290353802,6.100865918785274e-07,3.1168862773721857e-13,0.35564120781568515
8.308956973,6.41803256725263e-07,3.11724532140028e-13,0.36416365237131937
8.331646648,6.761140923793555e-07,3.1176337324464994e-13,0.37338316507646996
8.355731883,7.192777345301639e-07,3.118122360574751e-13,0.3849814762112349
8.370075483,7.442343425417688e-07,3.118372894447732e-13,0.3913897990745112
8.389144076,7.814753915595655e-07,3.1187051164323784e-13,0.4005423785478737
9.042088887,1.924360517350641e-06,3.123783361677341e-13,0.6179594662584094
9.043098128,1.990032430214712e-06,3.1239292682963735e-13,0.628152682136498
9.0436326,2.0516897901070148e-06,3.1240534294256163e-13,0.6374515877115761
9.044183511,2.1203787241069946e-06,3.124191750282048e-13,0.6478109659339693
9.044734108,2.190963483162378e-06,3.12432070591593e-13,0.6581622464182861
9.045313397,2.248905243352757e-06,3.124426563311868e-13,0.6666594265392104
9.045902021,2.314816354501132e-06,3.1245359146411354e-13,0.6760649977801334
9.046493008,2.3918683281594313e-06,3.1246637495258813e-13,0.6870603795127431
9.047031369,2.4638308079011127e-06,3.1247722672818544e-13,0.6970596960887159
9.047573403,2.5303423424804767e-06,3.124872565175015e-13,0.706301593986067
9.053658171,2.5947380729879296e-06,3.124960905926685e-13,0.7150200776935345
9.072136956,2.668057127458721e-06,3.125061488107013e-13,0.7249466827155325
9.090665197,2.7409189265823543e-06,3.125152496532487e-13,0.734564442917952
9.113606903,2.827465564853312e-06,3.12525100354465e-13,0.745709286226265
9.129287041,2.892918810531488e-06,3.1253255021744807e-13,0.7541378766565483
9.152729614,2.973400833861689e-06,3.1254090431216267e-13,0.7642541728873129
9.170385873,3.048952198738728e-06,3.1254874660403514e-13,0.7737507033683987
9.191351227,3.1334396739826816e-06,3.125567507723324e-13,0.7841224816743547
9.747597677,4.75966090301835e-06,3.126535847286052e-13,0.9612057135885351
9.74833022,4.865433904882429e-06,3.1265743495648943e-13,0.9715330670137416
9.748865656,4.991181120493029e-06,3.126620122658977e-13,0.983810641772517
9.74939562,5.07652645664499e-06,3.126648724918215e-13,0.991991395388908
9.749934577,5.168435609646539e-06,3.126679526960905e-13,1.0008013218558691
9.750458734,5.281725022427615e-06,3.126714508515567e-13,1.0114660543789469
9.750967444,5.402176521728452e-06,3.126748802385953e-13,1.0226054802995084
9.751487057,5.498987281278016e-06,3.1267763654908393e-13,1.0315585966208107
9.75200045,5.600592821497023e-06,3.126803059912138e-13,1.040718864241503
9.752550178,5.7205533798005184e-06,3.126832256934762e-13,1.0506802001588222
9.753082072,5.819819096360925e-06,3.126856417082817e-13,1.0589230689960107
9.773919447,5.954691105452736e-06,3.1268869922035603e-13,1.0692941243399372
9.789178717,6.043567833415962e-06,3.1269071403272514e-13,1.0761283479175388
9.811300401,6.163785864409468e-06,3.126932644056115e-13,1.0847287557843657
9.830364451,6.267531527475681e-06,3.12695332558809e-13,1.0916621175440908
9.851678614,6.38314764339879e-06,3.1269763734892985e-13,1.0993887861416747
9.871158621,6.4931153563669516e-06,3.12699704830633e-13,1.1062790123065986
9.890681577,6.604186045872097e-06,3.127017930503482e-13,1.1132383474635104
10.427730497,8.387097635695127e-06,3.1272836409606845e-13,1.1993753798938303
10.428337052,8.483059617472619e-06,3.1272951554093913e-13,1.2029859035358996
10.428706857,8.58851462405753e-06,3.1273073699943546e-13,1.2067920674159704
10.429074527,8.683894575249717e-06,3.1273184176162454e-13,1.2102345945834057
10.429577543,8.752831191657093e-06,3.1273261351490675e-13,1.2126243683000253
10.430291622,8.841638026576197e-06,3.1273357558342215e-13,1.2155847122573407
10.431090886,8.9257670459868e-06,3.1273448697624966e-13,1.2183891229141772
10.431902501,9.01855115938437e-06,3.1273549213252547e-13,1.2214820480215924
10.43266309,9.109562627427266e-06,3.127364472783902e-13,1.2244025118934008
10.433338414,9.178098869158907e-06,3.1273714480560374e-13,1.2265217433565034
10.434011758,9.257719314012667e-06,3.1273793141710927e-13,1.2288964043100539
10.455222263,9.341156050117177e-06,3.1273875573204047e-13,1.2313848852483729
10.470881653,9.419924318660036e-06,3.1273951184306113e-13,1.2336528696860993
10.492349161,9.489987066583393e-06,3.1274018438840977e-13,1.2356701949986146
11.06095198,1.0672524457858885e-05,3.1275006047140845e-13,1.2642900483016632
11.061578156,1.072314761548072e-05,3.1275043244077885e-13,1.2653282389177147
11.061948565,1.0778335119328123e-05,3.127508296620106e-13,1.266429545099743
11.062326433,1.082079691439911e-05,3.127511352878927e-13,1.2672769006449585
11.062692027,1.0867970377617257e-05,3.1275146805521655e-13,1.268193363106293
11.063056416,1.0913367898579907e-05,3.1275178205912665e-13,1.269052377667616
11.063425528,1.0964576500288336e-05,3.1275213625698233e-13,1.2700213498405395
11.063785482,1.1001492379538153e-05,3.127523867393031e-13,1.2707020050662698
11.064139869,1.1047086644705665e-05,3.127526961064298e-13,1.2715426724289403
11.064701473,1.1085811073878115e-05,3.127529539778006e-13,1.2722387079047626
11.077435587,1.1128941909115695e-05,3.127532359759889e-13,1.272994750958961
11.089116421,1.1164340964883022e-05,3.1275346742226105e-13,1.273615263176975
11.664607933,1.1747734642509508e-05,3.127569502306091e-13,1.2826216656898293
11.665541529,1.1772713355262929e-05,3.127570870235632e-13,1.2829619251220956
11.666064137,1.1794225427732763e-05,3.1275720317184473e-13,1.2832488540672142
11.666568226,1.1817191837072817e-05,3.127573271724129e-13,1.283555181019875
11.667058145,1.1838768409086293e-05,3.1275744205936835e-13,1.2838370479101093
11.667554996,1.1860888997075419e-05,3.127575598430096e-13,1.284126021586871
11.668037551,1.1881839557988748e-05,3.1275766988513297e-13,1.2843941488410944
11.668530547,1.1902541627118255e-05,3.127577786220699e-13,1.2846590958740354
11.669018423,1.1922304627855137e-05,3.1275788104687194e-13,1.2849069481289723
11.669521883,1.1943529345483505e-05,3.1275798961284736e-13,1.2851678544092613
11.671693399,1.1960228797209007e-05,3.1275807503176363e-13,1.2853731335516674
11.691638654,1.1978330355205197e-05,3.127581664378085e-13,1.285591289076291
12.252786886,1.2240748012247726e-05,3.1275941147096373e-13,1.2884592554106016
12.253513863,1.2251105519810315e-05,3.1275945752995735e-13,1.2885611137756277
12.254031928,1.2261069921017413e-05,3.127595013835466e-13,1.288657423806255
12.254548817,1.2271447868761134e-05,3.12759546593767e-13,1.2887560260540707
12.255055986,1.2280959905028427e-05,3.127595880317546e-13,1.288846401162948
12.255591536,1.2288995434723934e-05,3.127596226883173e-13,1.2889214630239318
12.256096392,1.2298082894573706e-05,3.1275966188176744e-13,1.2890063512234393
12.25663446,1.2306584202032252e-05,3.127596981875141e-13,1.2890844407614581
12.25713456,1.231510231993992e-05,3.1275973456505264e-13,1.2891626847133966
12.257665024,1.2323291125670031e-05,3.1275976919884215e-13,1.2892366624894378
12.278677762,1.2332211120464999e-05,3.127598069251288e-13,1.2893172458368733
12.28968465,1.2339116592271766e-05,3.1275983585403814e-13,1.289378610361245
12.907442017,1.2457193266430132e-05,3.1276030592501833e-13,1.290337438439064
12.908821927,1.2461147723722826e-05,3.127603208673092e-13,1.2903666046720477
12.909753234,1.246508582332858e-05,3.1276033563286263e-13,1.2903952274736747
12.911666949,1.2468917286330702e-05,3.127603498893111e-13,1.290422673216254
12.913019977,1.2472451388433364e-05,3.1276036303931285e-13,1.2904479888871883
12.913983578,1.2476384638063247e-05,3.127603775648364e-13,1.290475760348225
12.914810607,1.247923392545866e-05,3.127603880096086e-13,1.2904955925706256
12.915374176,1.2482572897604546e-05,3.1276040024944226e-13,1.2905188332020527
12.915985416,1.2485859811928115e-05,3.1276041221082556e-13,1.2905413891750057
12.91661023,1.2488847883699875e-05,3.127604230846935e-13,1.2905618943842783
12.917307662,1.2491832819306618e-05,3.1276043386932226e-13,1.2905820917846884
12.929665626,1.2494778455349733e-05,3.127604445119611e-13,1.2906020232667916
12.955480457,1.2498269834954668e-05,3.127604570373286e-13,1.2906253199091777
12.970405938,1.250035784508386e-05,3.127604644759802e-13,1.2906390607155402
12.98939315,1.2502961723071033e-05,3.127604737524396e-13,1.2906561963523426
13.010558208,1.2505536705415258e-05,3.1276048286306606e-13,1.2906729104921373
13.036704567,1.2508219161450834e-05,3.1276049235394864e-13,1.2906903222407156
13.049895083,1.2510433481327021e-05,3.1276050013556817e-13,1.2907045006108444
13.07384868,1.2512814844397082e-05,3.1276050844848306e-13,1.2907195435605239
13.093890084,1.2515193665975365e-05,3.127605167525261e-13,1.2907345704557287
13.66743269,1.2546979946883476e-05,3.127606241031307e-13,1.2909220856247048
13.668276823,1.2548201727422805e-05,3.127606280670783e-13,1.2909286961701067
13.668880342,1.254920545814856e-05,3.1276063132358457e-13,1.2909341269388253
13.669463698,1.2550310568761746e-05,3.127606348890996e-13,1.2909400330125447
13.670027652,1.255144209869986e-05,3.127606385398536e-13,1.2909460802798052
13.6705693,1.2552494933423671e-05,3.127606419180986e-13,1.2909516385391622
13.67106675,1.2553535807014906e-05,3.127606452579638e-13,1.2909571336517824
13.671570908,1.2554489633952949e-05,3.1276064830197995e-13,1.2909621083831941
13.672069863,1.2555537972392839e-05,3.127606516476175e-13,1.2909675760440025
13.673116573,1.255643362720843e-05,3.127606544907423e-13,1.290972191319338
13.673755456,1.255737448420196e-05,3.127606574773548e-13,1.290977039519784
13.689650185,1.2558239754268282e-05,3.12760660209575e-13,1.2909814450733121
14.253414272,1.2570648458405767e-05,3.127606984084105e-13,1.2910410078247971
14.254127345,1.2571107640404679e-05,3.127606997825716e-13,1.2910430671374695
14.254646792,1.2571561484535236e-05,3.1276070113464423e-13,1.291045080033452
14.255146809,1.2571979289577586e-05,3.127607023738181e-13,1.2910469127489188
14.25591786,1.2572395046268504e-05,3.1276070360150437e-13,1.291048716583124
14.256424373,1.2572778700555507e-05,3.1276070473439557e-13,1.291050381135351
14.257047665,1.2573161055349432e-05,3.127607058585558e-13,1.2910520220607093
14.257497386,1.2573574869052394e-05,3.1276070707520826e-13,1.2910537979960697
14.258006283,1.257397829562699e-05,3.1276070825624456e-13,1.2910555106921233
14.258532392,1.2574255621134174e-05,3.127607090681184e-13,1.291056688042183
14.276387192,1.2574615632136198e-05,3.127607101175998e-13,1.2910582000476247
14.291302487,1.2574959986152737e-05,3.1276071112143897e-13,1.2910596462955004
14.909974052,1.2579954363761761e-05,3.127607253535347e-13,1.2910794198280926
14.911249342,1.2580102585749945e-05,3.1276072576431225e-13,1.2910799640583126
14.912164533,1.2580277223045658e-05,3.1276072624829636e-13,1.2910806052782493
14.912885164,1.2580411495033633e-05,3.1276072661908724e-13,1.2910810934199282
14.913613215,1.2580569592833098e-05,3.127607270556729e-13,1.2910816681796113
14.914227329,1.2580704825560788e-05,3.1276072742780184e-13,1.2910821549874207
14.914814291,1.2580841084639158e-05,3.127607278014504e-13,1.2910826407019496
14.915443583,1.2580978052893438e-05,3.1276072817704365e-13,1.2910831289444349
14.916026896,1.258110097474846e-05,3.1276072851295996e-13,1.2910835628639705
14.916639562,1.2581239285872233e-05,3.1276072889093147e-13,1.2910840511082993
14.917084641,1.2581347623416965e-05,3.1276072918598635e-13,1.291084429854209
14.934643028,1.258146671169778e-05,3.1276072950923156e-13,1.2910848421901253
14.955060543,1.2581601531501236e-05,3.127607298751774e-13,1.2910853089954801
14.975210401,1.2581674834297037e-05,3.1276073007348536e-13,1.2910855603808966
14.990441552,1.2581786670160012e-05,3.1276073037603783e-13,1.2910859439120388
15.011873817,1.2581887129298289e-05,3.1276073064692136e-13,1.291086285160373
15.032157256,1.2581996157258871e-05,3.127607309409103e-13,1.2910866555160279
15.052448383,1.2582077027966634e-05,3.127607311582678e-13,1.2910869276344723
15.069551844,1.2582166205629786e-05,3.127607313971844e-13,1.2910872248917655
15.089821553,1.2582253502051427e-05,3.12760731631061e-13,1.2910875158782873
15.70543089,1.2583568186737565e-05,3.127607350932541e-13,1.2910916786320152
15.706866023,1.2583609132338634e-05,3.127607351988165e-13,1.2910918000032017
15.707759693,1.2583645185149465e-05,3.127607352915126e-13,1.291091905953256
15.70853535,1.2583688203692286e-05,3.127607354021184e-13,1.2910920323738273
15.709171264,1.2583723023862162e-05,3.127607354916452e-13,1.2910921347014628
15.709744778,1.2583760940140568e-05,3.127607355888712e-13,1.291092245177378
15.710267709,1.2583794209542363e-05,3.1276073567395557e-13,1.2910923412928454
15.710770995,1.2583832747866054e-05,3.127607357725149e-13,1.2910924526302543
15.711282166,1.2583863184039157e-05,3.127607358501499e-13,1.2910925398212598
15.711781524,1.2583893653481556e-05,3.1276073592766894e-13,1.2910926263792053
15.712238334,1.258392284147825e-05,3.127607360019278e-13,1.291092709296805
